id,texto_usuario,tipo_inmueble,habitaciones,banos,parqueadero,estrato,operacion,ciudad,zona,precio_rango,amoblado,mascotas,balcon,terraza,areas_comunes
109,"Estoy buscando apto en Ciudad Jardín Cali, 4 alcobas, tipo apto dúplex para venta, presupuesto 1.5M - 2M, estrato 4",duplex,4,3,0,4,venta,Cali,Ciudad Jardín,1.5M - 2M,0,0,0,0,"salón social, terraza, piscina"
110,"Quiero venta un apartamento, en Bucaramanga, idealmente en Cañaveral, de dos habitaciones y 2 baños en buen estado, semi amoblado, apto para mascotas, con terraza, un parqueadero privado, presupuesto 3M - 4M, estrato 2",apartamento,2,2,1,2,venta,Bucaramanga,Cañaveral,3M - 4M,1,1,0,1,
111,"Busco apartamento de 4 habitaciones en Laureles, Medellín, para venta, amoblado, apto para mascotas, con balcón, no necesito parqueadero, presupuesto 2M - 3M, estrato 2",apartamento,4,1,0,2,venta,Medellín,Laureles,2M - 3M,1,1,1,0,"balcón, piscina"
112,"Un loft de concepto abierto cómodo de 1 habitación y 2 baños, en Villa Santos, Barranquilla para venta, amoblado, 1 parqueadero, presupuesto menos de 1M",loft,1,2,1,2,venta,Barranquilla,Villa Santos,menos de 1M,1,0,0,0,"salón social, balcón"
113,"Necesito un apto pequeño para una persona 1 habitación estrato 3 en Barranquilla, para venta por 4M - 5M, apto para mascotas, con balcón, con terraza, presupuesto 4M - 5M, estrato 3",apartaestudio,1,2,0,3,venta,Barranquilla,Alto Prado,4M - 5M,0,1,1,1,
114,"Un apto pequeño para una persona cómodo de 1 habitación y 2 baños en buen estado, en Centro, Bucaramanga para venta, semi amoblado, pet friendly, con terraza, sin parqueadero, presupuesto 1.5M - 2M, estrato 4",apartaestudio,1,2,0,4,venta,Bucaramanga,Centro,1.5M - 2M,1,1,0,1,"coworking, piscina"
115,"Necesito un apto dúplex 2 habitaciones estrato 5 en Bucaramanga, para arriendo por 2M - 3M, pet friendly, con parqueadero",duplex,2,3,1,5,arriendo,Bucaramanga,Cañaveral,2M - 3M,0,1,0,0,"gimnasio, terraza, salón social"
116,"Quiero venta un apto en último piso, en Barranquilla, idealmente en Villa Santos, de cuatro habitaciones y 2 baños en buen estado, terraza amplia, 1 parqueadero, presupuesto 1M - 1.5M, estrato 5",penthouse,4,2,1,5,venta,Barranquilla,Villa Santos,1M - 1.5M,0,0,0,1,
117,"Busco mini estudio de 1 alcoba en Centro, Barranquilla, para arriendo, totalmente amoblado, con terraza, presupuesto 1M - 1.5M",estudio,1,2,2,4,arriendo,Barranquilla,Centro,1M - 1.5M,1,0,0,1,
118,"Necesito un penthouse 4 habitaciones estrato 5 en Bucaramanga, para arriendo por más de 5M, terraza amplia, presupuesto más de 5M",penthouse,4,2,2,5,arriendo,Bucaramanga,Cabecera,más de 5M,0,0,0,1,"zona BBQ, coworking"
119,"Busco mini estudio de una alcoba en Laureles, Medellín, para venta, apto para mascotas, con terraza, un parqueadero privado, presupuesto 1M - 1.5M",estudio,1,1,1,2,venta,Medellín,Laureles,1M - 1.5M,0,1,0,1,"terraza, zona BBQ, gimnasio"
120,"Necesito un apto tradicional 4 habitaciones estrato 6 en Bogotá, para arriendo por 2M - 3M, semi amoblado, con balcón, 1 parqueadero",apartamento,4,2,1,6,arriendo,Bogotá,Cedritos,2M - 3M,1,0,1,0,"coworking, terraza, piscina"
121,"Busco apartamento tipo estudio de 1 habitación en Suba, Bogotá, para arriendo, semi amoblado, que tenga balcón, no necesito parqueadero, presupuesto 2M - 3M",estudio,1,1,0,5,arriendo,Bogotá,Suba,2M - 3M,1,0,1,0,salón social
122,"Busco apto tipo estudio de una alcoba en Cedritos, Bogotá, para venta, que tenga balcón, estrato 3",estudio,1,2,1,3,venta,Bogotá,Cedritos,menos de 1M,0,0,1,0,zona BBQ
123,"Un apartaestudio cómodo de 1 habitación y 2 baños, en Cedritos, Bogotá para venta, con balcón, con terraza, no requiere parqueadero, presupuesto más de 5M",apartaestudio,1,2,0,3,venta,Bogotá,Cedritos,más de 5M,0,0,1,1,"terraza, piscina"
124,"Quiero arriendo un loft, en Bogotá, idealmente en Suba, de 1 alcoba y 3 baños, apto para mascotas, que tenga balcón, con terraza, presupuesto más de 5M, estrato 3",loft,1,3,1,3,arriendo,Bogotá,Suba,más de 5M,0,1,1,1,"coworking, terraza"
125,"Necesito un ático con terraza cuatro habitaciones estrato 5 en Bogotá, para venta por 2M - 3M, amoblado, terraza amplia, presupuesto 2M - 3M, estrato 5",penthouse,4,3,0,5,venta,Bogotá,Suba,2M - 3M,1,0,0,1,
126,"Necesito un dúplex 2 alcobas estrato 2 en Bogotá, para arriendo por 1M - 1.5M, con balcón, terraza amplia, sin parqueadero, estrato 2",duplex,2,2,0,2,arriendo,Bogotá,Usaquén,1M - 1.5M,0,0,1,1,"piscina, salón social, coworking"
127,"Busco apto tradicional de 4 alcobas en El Poblado, Medellín, para venta, pet friendly, con terraza, presupuesto 1M - 1.5M",apartamento,4,3,0,4,venta,Medellín,El Poblado,1M - 1.5M,0,1,0,1,
128,"Estoy buscando apto en San Fernando Cali, 4 alcobas, tipo apto en último piso para arriendo, que acepte mascotas, que tenga balcón, con terraza, no requiere parqueadero, presupuesto menos de 1M, estrato 4",penthouse,4,2,0,4,arriendo,Cali,San Fernando,menos de 1M,0,1,1,1,
129,"Necesito un estudio una alcoba estrato 3 en Bogotá, para arriendo por 1M - 1.5M, pet friendly, que tenga balcón, terraza amplia, sin parqueadero, presupuesto 1M - 1.5M, estrato 3",estudio,1,3,0,3,arriendo,Bogotá,Chapinero,1M - 1.5M,0,1,1,1,terraza
130,"Estoy buscando apto en Alto Prado Barranquilla, 1 alcoba, tipo apto dúplex para arriendo, totalmente amoblado, apto para mascotas, que tenga balcón",duplex,1,1,0,6,arriendo,Barranquilla,Alto Prado,2M - 3M,1,1,1,0,"balcón, gimnasio, terraza"
131,"Estoy buscando apto en Belen Medellín, dos habitaciones, tipo ático con terraza para arriendo, pet friendly, con terraza, presupuesto 4M - 5M",penthouse,2,1,0,5,arriendo,Medellín,Belen,4M - 5M,0,1,0,1,"balcón, terraza"
132,"Estoy buscando apto en Cabecera Bucaramanga, 3 habitaciones, tipo apto en último piso para arriendo, semi amoblado, terraza amplia, 1 parqueadero, presupuesto 4M - 5M",penthouse,3,2,1,2,arriendo,Bucaramanga,Cabecera,4M - 5M,1,0,0,1,terraza
133,"Busco aparta estudio de una alcoba en Envigado, Medellín, para arriendo, amoblado, pet friendly, terraza amplia, presupuesto 2M - 3M, estrato 3",apartaestudio,1,3,0,3,arriendo,Medellín,Envigado,2M - 3M,1,1,0,1,piscina
134,"Busco apto para familia de 2 alcobas en Cabecera, Bucaramanga, para venta, totalmente amoblado, pet friendly, presupuesto 4M - 5M, estrato 4",apartamento,2,1,0,4,venta,Bucaramanga,Cabecera,4M - 5M,1,1,0,0,"coworking, piscina, zona BBQ"
135,"Necesito un aparta estudio 1 habitación estrato 5 en Bogotá, para venta por 3M - 4M, amoblado, no necesito parqueadero, presupuesto 3M - 4M",apartaestudio,1,1,0,5,venta,Bogotá,Teusaquillo,3M - 4M,1,0,0,0,salón social
136,"Estoy buscando apto en Alto Prado Barranquilla, 1 habitación, tipo loft de concepto abierto para venta, que tenga balcón, terraza amplia, 1 parqueadero, presupuesto 1.5M - 2M, estrato 2",loft,1,2,1,2,venta,Barranquilla,Alto Prado,1.5M - 2M,0,0,1,1,"terraza, balcón, zona BBQ"
137,"Busco apto dúplex de 2 alcobas en Centro, Barranquilla, para venta, totalmente amoblado, pet friendly, que tenga balcón, terraza amplia",duplex,2,3,0,5,venta,Barranquilla,Centro,más de 5M,1,1,1,1,"terraza, balcón"
138,"Estoy buscando apto en Envigado Medellín, 1 habitación, tipo apartamento tipo estudio para arriendo, terraza amplia, sin parqueadero, presupuesto 1.5M - 2M, estrato 4",estudio,1,1,0,4,arriendo,Medellín,Envigado,1.5M - 2M,0,0,0,1,"zona BBQ, balcón"
139,"Busco apartaestudio de 1 habitación en San Fernando, Cali, para arriendo, apto para mascotas, terraza amplia, presupuesto 1M - 1.5M",apartaestudio,1,1,2,5,arriendo,Cali,San Fernando,1M - 1.5M,0,1,0,1,
140,"Necesito un loft de concepto abierto 1 habitación estrato 4 en Cali, para venta por 1M - 1.5M, semi amoblado, apto para mascotas, que tenga balcón, no requiere parqueadero, presupuesto 1M - 1.5M",loft,1,3,0,4,venta,Cali,Granada,1M - 1.5M,1,1,1,0,"terraza, salón social"
141,"Quiero venta un penthouse, en Bucaramanga, idealmente en Cabecera, de 3 habitaciones y 3 baños en buen estado, apto para mascotas, con terraza, presupuesto 4M - 5M",penthouse,3,3,0,3,venta,Bucaramanga,Cabecera,4M - 5M,0,1,0,1,
142,"Necesito un apto tradicional 4 habitaciones estrato 3 en Bogotá, para arriendo por 1.5M - 2M, terraza amplia, 1 parqueadero",apartamento,4,1,1,3,arriendo,Bogotá,Usaquén,1.5M - 2M,0,0,0,1,"salón social, piscina, terraza"
143,"Un dúplex cómodo de 2 alcobas y un baño, en Granada, Cali para arriendo, amoblado, terraza amplia, un parqueadero privado",duplex,2,1,1,2,arriendo,Cali,Granada,1.5M - 2M,1,0,0,1,piscina
144,"Un loft cómodo de una habitación y 1 baño, en Chapinero, Bogotá para arriendo, que tenga balcón, con terraza, 2 parqueaderos, presupuesto 1.5M - 2M, estrato 5",loft,1,1,2,5,arriendo,Bogotá,Chapinero,1.5M - 2M,0,0,1,1,"gimnasio, terraza"
145,"Quiero arriendo un dúplex, en Medellín, idealmente en Belen, de 4 alcobas y 1 baño, totalmente amoblado, que tenga balcón, terraza amplia, sin parqueadero, presupuesto menos de 1M, estrato 2",duplex,4,1,0,2,arriendo,Medellín,Belen,menos de 1M,1,0,1,1,"piscina, salón social, gimnasio"
146,"Estoy buscando apto en Chapinero Bogotá, una alcoba, tipo apto pequeño para una persona para arriendo, totalmente amoblado, pet friendly, doble parqueadero, presupuesto 4M - 5M",apartaestudio,1,2,2,2,arriendo,Bogotá,Chapinero,4M - 5M,1,1,0,0,"coworking, zona BBQ, piscina"
147,"Quiero venta un ático con terraza, en Medellín, idealmente en Laureles, de 4 habitaciones y 3 baños, terraza amplia, no requiere parqueadero, estrato 2",penthouse,4,3,0,2,venta,Medellín,Laureles,1M - 1.5M,0,0,0,1,
148,"Un loft de concepto abierto cómodo de una habitación y 3 baños, en San Fernando, Cali para venta, pet friendly, terraza amplia",loft,1,3,1,6,venta,Cali,San Fernando,2M - 3M,0,1,0,1,terraza
149,"Necesito un apartamento 4 alcobas estrato 6 en Bogotá, para venta por 1.5M - 2M, totalmente amoblado, con balcón, dos parqueaderos, presupuesto 1.5M - 2M",apartamento,4,2,2,6,venta,Bogotá,Suba,1.5M - 2M,1,0,1,0,"gimnasio, salón social, terraza"
150,"Busco apto dúplex de una alcoba en Ciudad Jardín, Cali, para venta, semi amoblado, con terraza, no requiere parqueadero, presupuesto 4M - 5M, estrato 4",duplex,1,1,0,4,venta,Cali,Ciudad Jardín,4M - 5M,1,0,0,1,coworking
151,"Busco ático con terraza de 4 habitaciones en Suba, Bogotá, para arriendo, amoblado, que tenga balcón, no necesito parqueadero, presupuesto menos de 1M",penthouse,4,1,0,3,arriendo,Bogotá,Suba,menos de 1M,1,0,1,0,"gimnasio, piscina"
152,"Necesito un penthouse 4 alcobas estrato 3 en Bogotá, para venta por menos de 1M, semi amoblado, con parqueadero",penthouse,4,2,1,3,venta,Bogotá,Usaquén,menos de 1M,1,0,0,0,salón social
153,"Un dúplex cómodo de una alcoba y 2 baños en buen estado, en Belen, Medellín para arriendo, semi amoblado, que acepte mascotas, con balcón, con terraza, no requiere parqueadero",duplex,1,2,0,3,arriendo,Medellín,Belen,3M - 4M,1,1,1,1,"piscina, gimnasio"
154,"Quiero venta un ático con terraza, en Bogotá, idealmente en Centro, de 4 habitaciones y 3 baños, semi amoblado, pet friendly, con balcón, terraza amplia, presupuesto menos de 1M",penthouse,4,3,2,4,venta,Bogotá,Centro,menos de 1M,1,1,1,1,"salón social, coworking"
155,"Necesito un dúplex 4 alcobas estrato 5 en Barranquilla, para venta por menos de 1M, pet friendly, terraza amplia, 1 parqueadero",duplex,4,2,1,5,venta,Barranquilla,Centro,menos de 1M,0,1,0,1,"zona BBQ, gimnasio"
156,"Quiero venta un apartaestudio, en Medellín, idealmente en Belen, de una habitación y 2 baños en buen estado, semi amoblado, pet friendly, que tenga balcón, terraza amplia, sin parqueadero, presupuesto 2M - 3M, estrato 3",apartaestudio,1,2,0,3,venta,Medellín,Belen,2M - 3M,1,1,1,1,"coworking, balcón, piscina"
157,"Quiero venta un loft moderno, en Medellín, idealmente en El Poblado, de 1 alcoba y 3 baños, semi amoblado, con balcón, con parqueadero, presupuesto 2M - 3M, estrato 3",loft,1,3,1,3,venta,Medellín,El Poblado,2M - 3M,1,0,1,0,
158,"Quiero venta un loft de concepto abierto, en Bogotá, idealmente en Chapinero, de una habitación y 2 baños, apto para mascotas, terraza amplia, con parqueadero, presupuesto 3M - 4M",loft,1,2,1,5,venta,Bogotá,Chapinero,3M - 4M,0,1,0,1,balcón
159,"Quiero venta un aparta estudio, en Barranquilla, idealmente en Centro, de una habitación y un baño, semi amoblado, pet friendly, con terraza, presupuesto 3M - 4M, estrato 4",apartaestudio,1,1,0,4,venta,Barranquilla,Centro,3M - 4M,1,1,0,1,"gimnasio, terraza, salón social"
160,"Quiero arriendo un apto para familia, en Bucaramanga, idealmente en Cabecera, de 1 alcoba y 2 baños en buen estado, un parqueadero privado, presupuesto 4M - 5M, estrato 6",apartamento,1,2,1,6,arriendo,Bucaramanga,Cabecera,4M - 5M,0,0,0,0,"piscina, coworking, balcón"
161,"Estoy buscando apto en Alto Prado Barranquilla, 1 habitación, tipo apto dúplex para arriendo, que acepte mascotas, un parqueadero privado, presupuesto 3M - 4M, estrato 6",duplex,1,3,1,6,arriendo,Barranquilla,Alto Prado,3M - 4M,0,1,0,0,"terraza, zona BBQ, coworking"
162,"Necesito un loft moderno 1 habitación estrato 2 en Bogotá, para arriendo por más de 5M, totalmente amoblado, sin parqueadero",loft,1,2,0,2,arriendo,Bogotá,Chapinero,más de 5M,1,0,0,0,
163,"Busco apto tradicional de 3 habitaciones en Chapinero, Bogotá, para arriendo, que tenga balcón, terraza amplia, presupuesto más de 5M, estrato 2",apartamento,3,2,1,2,arriendo,Bogotá,Chapinero,más de 5M,0,0,1,1,"zona BBQ, gimnasio, balcón"
164,"Estoy buscando apto en Suba Bogotá, 1 habitación, tipo loft para arriendo, amoblado, que acepte mascotas, que tenga balcón, no necesito parqueadero, presupuesto menos de 1M, estrato 2",loft,1,2,0,2,arriendo,Bogotá,Suba,menos de 1M,1,1,1,0,"coworking, gimnasio, zona BBQ"
165,"Busco apartamento en dos niveles de 2 alcobas en Centro, Barranquilla, para arriendo, apto para mascotas, con balcón, terraza amplia, estrato 6",duplex,2,2,2,6,arriendo,Barranquilla,Centro,4M - 5M,0,1,1,1,coworking
166,"Necesito un loft una alcoba estrato 4 en Bogotá, para venta por 1M - 1.5M, amoblado, que acepte mascotas, presupuesto 1M - 1.5M, estrato 4",loft,1,2,0,4,venta,Bogotá,Teusaquillo,1M - 1.5M,1,1,0,0,"piscina, zona BBQ, coworking"
167,"Un apto tipo estudio cómodo de una alcoba y 3 baños en buen estado, en Centro, Bucaramanga para arriendo, semi amoblado, que tenga balcón, terraza amplia, presupuesto 4M - 5M",estudio,1,3,2,2,arriendo,Bucaramanga,Centro,4M - 5M,1,0,1,1,"coworking, balcón"
168,"Necesito un apto pequeño para una persona una alcoba estrato 4 en Bucaramanga, para venta por 1.5M - 2M, con terraza, 1 parqueadero, presupuesto 1.5M - 2M",apartaestudio,1,1,1,4,venta,Bucaramanga,Centro,1.5M - 2M,0,0,0,1,coworking
169,"Un apto pequeño para una persona cómodo de una habitación y 2 baños en buen estado, en Cabecera, Bucaramanga para arriendo, totalmente amoblado, apto para mascotas, con terraza, presupuesto más de 5M",apartaestudio,1,2,0,5,arriendo,Bucaramanga,Cabecera,más de 5M,1,1,0,1,
170,"Un apto tipo estudio cómodo de una alcoba y 2 baños en buen estado, en Cañaveral, Bucaramanga para venta, que acepte mascotas, con balcón, con terraza, doble parqueadero, presupuesto 2M - 3M, estrato 6",estudio,1,2,2,6,venta,Bucaramanga,Cañaveral,2M - 3M,0,1,1,1,"piscina, terraza"
171,"Estoy buscando apto en Usaquén Bogotá, dos habitaciones, tipo apartamento en dos niveles para venta, amoblado, pet friendly, con balcón, con terraza, 2 parqueaderos",duplex,2,1,2,6,venta,Bogotá,Usaquén,3M - 4M,1,1,1,1,
172,"Necesito un aparta estudio una alcoba estrato 3 en Cali, para arriendo por menos de 1M, apto para mascotas, con terraza, 1 parqueadero, presupuesto menos de 1M",apartaestudio,1,1,1,3,arriendo,Cali,Ciudad Jardín,menos de 1M,0,1,0,1,
173,"Necesito un loft moderno una habitación estrato 6 en Medellín, para arriendo por 2M - 3M, con parqueadero, presupuesto 2M - 3M",loft,1,1,1,6,arriendo,Medellín,Belen,2M - 3M,0,0,0,0,
174,"Un apartamento tipo estudio cómodo de 1 habitación y 2 baños, en Belen, Medellín para arriendo, pet friendly, con balcón, terraza amplia, 1 parqueadero, presupuesto 3M - 4M, estrato 3",estudio,1,2,1,3,arriendo,Medellín,Belen,3M - 4M,0,1,1,1,
175,"Necesito un apto pequeño para una persona 1 habitación estrato 4 en Medellín, para venta por 3M - 4M, que tenga balcón, con terraza, un parqueadero privado, estrato 4",apartaestudio,1,2,1,4,venta,Medellín,Envigado,3M - 4M,0,0,1,1,salón social
176,"Busco ático con terraza de 3 alcobas en Usaquén, Bogotá, para venta, pet friendly",penthouse,3,3,2,5,venta,Bogotá,Usaquén,4M - 5M,0,1,0,0,coworking
177,"Quiero venta un loft, en Bogotá, idealmente en Cedritos, de una habitación y un baño, que tenga balcón, con terraza, sin parqueadero, estrato 6",loft,1,1,0,6,venta,Bogotá,Cedritos,4M - 5M,0,0,1,1,
178,"Necesito un loft moderno 1 alcoba estrato 4 en Barranquilla, para arriendo por menos de 1M, presupuesto menos de 1M, estrato 4",loft,1,2,1,4,arriendo,Barranquilla,Centro,menos de 1M,0,0,0,0,"zona BBQ, balcón"
179,"Busco apartamento en dos niveles de 1 habitación en Envigado, Medellín, para arriendo, amoblado, que tenga balcón, con terraza, no requiere parqueadero",duplex,1,2,0,6,arriendo,Medellín,Envigado,más de 5M,1,0,1,1,
180,"Necesito un apto pequeño para una persona una alcoba estrato 3 en Medellín, para arriendo por 3M - 4M, semi amoblado, 2 parqueaderos, presupuesto 3M - 4M",apartaestudio,1,2,2,3,arriendo,Medellín,Laureles,3M - 4M,1,0,0,0,
181,"Necesito un apartamento 3 alcobas estrato 2 en Bucaramanga, para venta por 1M - 1.5M, totalmente amoblado, pet friendly, con balcón, terraza amplia, sin parqueadero",apartamento,3,1,0,2,venta,Bucaramanga,Cabecera,1M - 1.5M,1,1,1,1,"salón social, zona BBQ"
182,"Necesito un apto tradicional tres habitaciones estrato 5 en Barranquilla, para venta por más de 5M, semi amoblado, apto para mascotas, con parqueadero",apartamento,3,1,1,5,venta,Barranquilla,Villa Santos,más de 5M,1,1,0,0,
183,"Estoy buscando apto en Teusaquillo Bogotá, 1 alcoba, tipo apartamento en dos niveles para arriendo, semi amoblado, con balcón, terraza amplia, 2 parqueaderos, presupuesto 1.5M - 2M",duplex,1,3,2,5,arriendo,Bogotá,Teusaquillo,1.5M - 2M,1,0,1,1,coworking
184,"Necesito un apto en último piso cuatro habitaciones estrato 3 en Medellín, para venta por 3M - 4M, que acepte mascotas, con balcón, 2 parqueaderos, presupuesto 3M - 4M",penthouse,4,1,2,3,venta,Medellín,Laureles,3M - 4M,0,1,1,0,coworking
185,"Quiero arriendo un loft de concepto abierto, en Cali, idealmente en Granada, de 1 alcoba y 2 baños en buen estado, semi amoblado, que acepte mascotas, terraza amplia, presupuesto 4M - 5M",loft,1,2,1,2,arriendo,Cali,Granada,4M - 5M,1,1,0,1,"gimnasio, zona BBQ, balcón"
186,"Quiero arriendo un ático con terraza, en Medellín, idealmente en El Poblado, de 2 alcobas y 3 baños, totalmente amoblado, estrato 5",penthouse,2,3,0,5,arriendo,Medellín,El Poblado,3M - 4M,1,0,0,0,gimnasio
187,"Quiero arriendo un loft de concepto abierto, en Barranquilla, idealmente en Alto Prado, de 1 habitación y 2 baños, sin parqueadero, presupuesto 1M - 1.5M, estrato 6",loft,1,2,0,6,arriendo,Barranquilla,Alto Prado,1M - 1.5M,0,0,0,0,
